,score,pre,lable
342,-11.10499416,0,0
343,-11.10499416,0,0
344,-11.1231842,0,0
345,-11.31676662,0,0
346,-11.31676662,0,0
347,-11.10499416,0,0
348,-11.06991859,0,0
349,-11.1231842,0,0
350,-11.1231842,0,0
351,-10.94594739,0,0
352,-11.1231842,0,0
353,8.939029898,1,1
354,-11.10499416,0,0
355,-11.1231842,0,0
356,-11.1231842,0,0
357,-11.02164446,0,0
358,-11.1231842,0,0
359,-11.1231842,0,0
360,-11.23248455,0,0
361,-11.23248455,0,0
362,-11.15835462,0,0
363,-11.10499416,0,0
364,-11.10499416,0,0
365,-11.10499416,0,0
366,-11.10499416,0,0
367,-11.1231842,0,0
368,-11.31676662,0,0
369,-11.31676662,0,0
370,-11.10499416,0,0
371,-11.06991859,0,0
372,-11.1231842,0,0
373,-11.1231842,0,0
374,-10.94594739,0,0
375,-11.1231842,0,0
376,8.939029898,1,1
377,-11.10499416,0,0
378,-11.1231842,0,0
379,-11.31676662,0,0
380,-11.31676662,0,0
381,-11.1231842,0,0
382,-11.10499416,0,0
383,-11.10499416,0,0
384,-11.1231842,0,0
385,-11.31676662,0,0
386,-11.31676662,0,0
387,-11.10499416,0,0
388,-11.06991859,0,0
389,-11.1231842,0,0
390,-11.1231842,0,0
391,-10.94594739,0,0
392,-11.1231842,0,0
393,8.939029898,1,1
394,-11.10499416,0,0
395,-11.1231842,0,0
396,-11.1231842,0,0
397,-11.02164446,0,0
398,-11.1231842,0,0
399,-11.10499416,0,0
400,-11.1231842,0,0
401,-11.1231842,0,0
402,-11.23248455,0,0
403,-11.31676662,0,0
404,-11.23248455,0,0
405,-11.31676662,0,0
406,-11.10499416,0,0
407,-11.15835462,0,0
408,-11.10499416,0,0
409,-11.10499416,0,0
410,-11.10499416,0,0
411,-11.10499416,0,0
412,-11.1231842,0,0
413,-11.31676662,0,0
414,-11.31676662,0,0
415,-11.1231842,0,0
416,-11.10499416,0,0
417,-11.06991859,0,0
418,-11.1231842,0,0
419,-10.52926701,0,0
420,-11.1231842,0,0
421,-11.02164446,0,0
422,-11.1231842,0,0
423,-11.1231842,0,0
424,-11.23248455,0,0
425,-11.23248455,0,0
426,-11.15835462,0,0
427,-11.31676662,0,0
428,-11.10499416,0,0
429,-11.10499416,0,0
430,-11.10499416,0,0
431,-11.10499416,0,0
432,-11.15835462,0,0
433,-11.31676662,0,0
434,-11.10499416,0,0
435,-11.1231842,0,0
436,-11.10499416,0,0
437,-11.10499416,0,0
438,-11.10499416,0,0
439,-11.10499416,0,0
440,-11.1231842,0,0
441,-11.31676662,0,0
442,-11.31676662,0,0
443,-11.10499416,0,0
444,-11.06991859,0,0
445,-11.1231842,0,0
446,-10.52926701,0,0
447,-11.1231842,0,0
448,-11.02164446,0,0
449,-11.1231842,0,0
450,-11.1231842,0,0
451,-11.23248455,0,0
452,-11.23248455,0,0
453,-11.15835462,0,0
454,-11.31676662,0,0
455,-11.10499416,0,0
456,-11.1231842,0,0
457,-11.10499416,0,0
458,-11.10499416,0,0
459,-11.10499416,0,0
460,-11.10499416,0,0
461,-11.1231842,0,0
462,-11.31676662,0,0
463,-11.31676662,0,0
464,-11.1231842,0,0
465,-11.10499416,0,0
466,-11.06991859,0,0
467,-11.1231842,0,0
468,-10.52926701,0,0
469,-11.1231842,0,0
470,-11.02164446,0,0
471,-11.1231842,0,0
472,-11.1231842,0,0
473,-11.23248455,0,0
474,-11.23248455,0,0
475,-11.10499416,0,0
476,-11.1231842,0,0
477,-11.31676662,0,0
478,-11.31676662,0,0
479,-11.1231842,0,0
480,-11.10499416,0,0
481,-11.10499416,0,0
482,-11.1231842,0,0
483,-11.31676662,0,0
484,-11.31676662,0,0
485,-11.10499416,0,0
486,-11.06991859,0,0
487,-11.1231842,0,0
488,-10.52926701,0,0
489,-11.1231842,0,0
490,-11.02164446,0,0
491,-11.1231842,0,0
492,-11.1231842,0,0
493,-11.23248455,0,0
494,-11.23248455,0,0
495,-11.15835462,0,0
496,-11.31676662,0,0
497,-11.10499416,0,0
498,-11.10499416,0,0
499,-11.10499416,0,0
500,-11.10499416,0,0
501,-11.10499416,0,0
502,-11.1231842,0,0
503,-11.31676662,0,0
504,-11.31676662,0,0
505,-11.10499416,0,0
506,-11.06991859,0,0
507,-11.1231842,0,0
508,-10.52926701,0,0
509,-11.1231842,0,0
510,-11.02164446,0,0
511,-11.1231842,0,0
512,-11.10499416,0,0
513,-11.1231842,0,0
514,-11.1231842,0,0
515,-11.23248455,0,0
516,-11.23248455,0,0
517,-11.31676662,0,0
518,-11.31676662,0,0
519,-11.10499416,0,0
520,-11.06991859,0,0
521,-11.1231842,0,0
522,-11.1231842,0,0
523,-10.94594739,0,0
524,-11.1231842,0,0
525,-11.1231842,0,0
526,-11.1231842,0,0
527,-11.1231842,0,0
528,-11.02164446,0,0
529,-11.1231842,0,0
530,-11.1231842,0,0
531,-11.23248455,0,0
532,-11.23248455,0,0
533,-11.15835462,0,0
534,-11.31676662,0,0
535,-11.10499416,0,0
536,-11.10499416,0,0
537,-11.10499416,0,0
538,-11.10499416,0,0
539,-11.10499416,0,0
540,-11.1231842,0,0
541,-11.31676662,0,0
542,-11.31676662,0,0
543,-11.10499416,0,0
544,-11.06991859,0,0
545,-11.1231842,0,0
546,-11.1231842,0,0
547,-10.94594739,0,0
548,-11.1231842,0,0
549,-11.1231842,0,0
550,-11.1231842,0,0
551,-11.02164446,0,0
552,-11.1231842,0,0
553,-11.1231842,0,0
554,-11.23248455,0,0
555,-11.23248455,0,0
556,-11.15835462,0,0
557,-11.31676662,0,0
558,-11.10499416,0,0
559,-11.10499416,0,0
560,-11.10499416,0,0
561,-11.10499416,0,0
562,-11.15835462,0,0
563,-11.31676662,0,0
564,-11.10499416,0,0
565,-11.10499416,0,0
566,-11.10499416,0,0
567,-11.10499416,0,0
568,-11.10499416,0,0
569,-11.1231842,0,0
570,-11.31676662,0,0
571,-11.31676662,0,0
572,-11.10499416,0,0
573,-11.06991859,0,0
574,-11.1231842,0,0
575,-11.1231842,0,0
576,-10.94594739,0,0
577,-11.1231842,0,0
578,-11.1231842,0,0
579,-11.1231842,0,0
580,-11.02164446,0,0
581,-11.1231842,0,0
582,-11.1231842,0,0
583,-11.23248455,0,0
584,-11.23248455,0,0
585,-11.15835462,0,0
586,-11.31676662,0,0
587,-11.10499416,0,0
588,-11.10499416,0,0
589,-11.10499416,0,0
590,-11.10499416,0,0
591,-11.15835462,0,0
592,-11.31676662,0,0
593,-11.10499416,0,0
594,-11.10499416,0,0
595,-11.10499416,0,0
596,-11.10499416,0,0
597,-11.10499416,0,0
598,-11.1231842,0,0
599,-11.31676662,0,0
600,-11.31676662,0,0
601,-11.10499416,0,0
602,-11.06991859,0,0
603,-11.1231842,0,0
604,-11.1231842,0,0
605,-10.94594739,0,0
606,-11.1231842,0,0
607,-11.1231842,0,0
608,-11.1231842,0,0
609,-11.1231842,0,0
610,-11.02164446,0,0
611,-11.1231842,0,0
612,-11.1231842,0,0
613,-11.23248455,0,0
614,-11.23248455,0,0
615,-11.10499416,0,0
616,-11.1231842,0,0
617,-11.1231842,0,0
618,-11.02164446,0,0
619,-11.1231842,0,0
620,-11.1231842,0,0
621,-11.23248455,0,0
622,-11.23248455,0,0
623,-11.15835462,0,0
624,-11.10499416,0,0
625,-11.10499416,0,0
626,-11.10499416,0,0
627,-11.15835462,0,0
628,-11.31676662,0,0
629,-11.10499416,0,0
630,-11.10499416,0,0
631,-11.10499416,0,0
632,-11.10499416,0,0
633,-11.10499416,0,0
634,-11.1231842,0,0
635,-11.31676662,0,0
636,-11.31676662,0,0
637,-11.10499416,0,0
638,-11.15835462,0,0
639,-11.31676662,0,0
640,-11.10499416,0,0
641,-11.10499416,0,0
642,-11.10499416,0,0
643,-11.10499416,0,0
644,-11.10499416,0,0
645,-11.1231842,0,0
646,-11.31676662,0,0
647,-11.31676662,0,0
648,-11.10499416,0,0
649,-11.06991859,0,0
650,-11.1231842,0,0
651,-11.1231842,0,0
652,-10.94594739,0,0
653,-11.1231842,0,0
654,-11.1231842,0,0
655,-11.1231842,0,0
656,-11.02164446,0,0
657,-11.1231842,0,0
658,-11.1231842,0,0
659,-11.23248455,0,0
660,-11.23248455,0,0
661,-11.15835462,0,0
662,-11.31676662,0,0
663,-11.10499416,0,0
664,-11.10499416,0,0
665,-11.10499416,0,0
666,-11.10499416,0,0
667,-11.15835462,0,0
668,-11.31676662,0,0
669,-11.10499416,0,0
670,-11.10499416,0,0
671,-11.10499416,0,0
672,-11.10499416,0,0
673,-11.10499416,0,0
674,-11.1231842,0,0
675,-11.31676662,0,0
676,-11.31676662,0,0
677,-11.10499416,0,0
678,-11.06991859,0,0
679,-11.1231842,0,0
680,-11.1231842,0,0
681,-10.94594739,0,0
682,-11.1231842,0,0
683,-11.1231842,0,0
684,-11.1231842,0,0
685,-11.1231842,0,0
686,-11.02164446,0,0
687,-11.1231842,0,0
688,-11.1231842,0,0
689,-11.23248455,0,0
690,-11.23248455,0,0
691,-11.15835462,0,0
692,-11.31676662,0,0
693,-11.10499416,0,0
694,-11.10499416,0,0
695,-11.10499416,0,0
696,-11.10499416,0,0
697,-11.15835462,0,0
698,-11.31676662,0,0
699,-11.10499416,0,0
700,-11.10499416,0,0
701,-11.10499416,0,0
702,-11.10499416,0,0
703,-11.10499416,0,0
704,-11.1231842,0,0
705,-11.31676662,0,0
706,-11.31676662,0,0
707,-11.10499416,0,0
708,-11.06991859,0,0
709,-11.1231842,0,0
710,-11.1231842,0,0
711,-10.94594739,0,0
712,-11.1231842,0,0
713,-11.1231842,0,0
714,-11.1231842,0,0
715,-11.02164446,0,0
716,-11.1231842,0,0
717,-11.1231842,0,0
718,-11.23248455,0,0
719,-11.23248455,0,0
720,-11.15835462,0,0
721,-11.31676662,0,0
722,-11.10499416,0,0
723,-11.10499416,0,0
724,-11.10499416,0,0
725,-11.10499416,0,0
726,-11.15835462,0,0
727,-11.31676662,0,0
728,-11.10499416,0,0
729,-11.10499416,0,0
730,-11.10499416,0,0
731,-11.10499416,0,0
732,-11.10499416,0,0
733,-11.1231842,0,0
734,-11.31676662,0,0
735,-11.31676662,0,0
736,-11.10499416,0,0
737,-11.06991859,0,0
738,-11.1231842,0,0
739,-11.1231842,0,0
740,-10.94594739,0,0
741,-11.1231842,0,0
742,-11.1231842,0,0
743,-11.1231842,0,0
744,-11.1231842,0,0
745,-11.02164446,0,0
746,-11.1231842,0,0
747,-11.1231842,0,0
748,-11.23248455,0,0
749,-11.23248455,0,0
750,-11.15835462,0,0
751,-11.31676662,0,0
752,-11.10499416,0,0
753,-11.10499416,0,0
754,-11.10499416,0,0
755,-11.10499416,0,0
756,-11.15835462,0,0
757,-11.31676662,0,0
758,-11.10499416,0,0
759,-11.10499416,0,0
760,-11.10499416,0,0
761,-11.10499416,0,0
762,-11.10499416,0,0
763,-11.1231842,0,0
764,-11.31676662,0,0
765,-11.31676662,0,0
766,-11.10499416,0,0
767,-11.06991859,0,0
768,-11.1231842,0,0
769,-11.1231842,0,0
770,-10.94594739,0,0
771,-11.1231842,0,0
772,-11.1231842,0,0
773,-11.1231842,0,0
774,-11.1231842,0,0
775,-11.02164446,0,0
776,-11.1231842,0,0
777,-11.1231842,0,0
778,-11.23248455,0,0
779,-11.23248455,0,0
780,-11.10499416,0,0
781,-11.1231842,0,0
782,-11.1231842,0,0
783,-11.02164446,0,0
784,-11.1231842,0,0
785,-11.1231842,0,0
786,-11.23248455,0,0
787,-11.23248455,0,0
788,-11.15835462,0,0
789,-11.10499416,0,0
790,-11.10499416,0,0
791,-11.10499416,0,0
792,-11.15835462,0,0
793,-11.31676662,0,0
794,-11.10499416,0,0
795,-11.10499416,0,0
796,-11.10499416,0,0
797,-11.10499416,0,0
798,-11.15835462,0,0
799,-11.31676662,0,0
800,-11.10499416,0,0
801,-11.10499416,0,0
802,-11.10499416,0,0
803,-11.10499416,0,0
804,-11.10499416,0,0
805,-11.1231842,0,0
806,-11.31676662,0,0
807,-11.31676662,0,0
808,-11.10499416,0,0
809,-11.06991859,0,0
810,-11.1231842,0,0
811,-11.1231842,0,0
812,-10.94594739,0,0
813,-11.1231842,0,0
814,-11.1231842,0,0
815,-11.1231842,0,0
816,-11.1231842,0,0
817,-11.02164446,0,0
818,-11.1231842,0,0
819,-11.1231842,0,0
820,-11.23248455,0,0
821,-11.23248455,0,0
822,-11.15835462,0,0
823,-11.31676662,0,0
824,-11.10499416,0,0
825,-11.10499416,0,0
826,-11.10499416,0,0
827,-11.10499416,0,0
828,-11.10499416,0,0
829,-11.1231842,0,0
830,-11.31676662,0,0
831,-11.31676662,0,0
832,-11.1231842,0,0
833,-11.10499416,0,0
834,-11.15835462,0,0
835,-11.31676662,0,0
836,-11.10499416,0,0
837,-11.10499416,0,0
838,-11.10499416,0,0
839,-11.10499416,0,0
840,-11.10499416,0,0
841,-11.1231842,0,0
842,-11.31676662,0,0
843,-11.31676662,0,0
844,-11.10499416,0,0
845,-11.06991859,0,0
846,-11.1231842,0,0
847,-11.1231842,0,0
848,-10.94594739,0,0
849,-11.1231842,0,0
850,8.939029898,1,1
851,-11.10499416,0,0
852,-11.1231842,0,0
853,-11.31676662,0,0
854,-11.31676662,0,0
855,-11.10499416,0,0
856,-11.06991859,0,0
857,-11.1231842,0,0
858,-11.1231842,0,0
859,-10.94594739,0,0
860,-11.1231842,0,0
861,8.939029898,1,1
862,-11.10499416,0,0
863,-11.1231842,0,0
864,-11.1231842,0,0
865,-11.02164446,0,0
866,-11.1231842,0,0
867,-11.1231842,0,0
868,-11.23248455,0,0
869,-11.23248455,0,0
870,-11.15835462,0,0
871,-11.10499416,0,0
872,-11.10499416,0,0
873,-11.10499416,0,0
874,-11.10499416,0,0
875,-11.1231842,0,0
876,-11.31676662,0,0
877,-11.31676662,0,0
878,-11.10499416,0,0
879,-11.15835462,0,0
880,-11.31676662,0,0
881,-11.10499416,0,0
882,-11.1231842,0,0
883,-11.10499416,0,0
884,-11.10499416,0,0
885,-11.10499416,0,0
886,-11.10499416,0,0
887,-11.1231842,0,0
888,-11.31676662,0,0
889,-11.31676662,0,0
890,-11.1231842,0,0
891,-11.10499416,0,0
892,-11.06991859,0,0
893,-11.1231842,0,0
894,-10.52926701,0,0
895,-11.1231842,0,0
896,-11.02164446,0,0
897,-11.1231842,0,0
898,-11.1231842,0,0
899,-11.23248455,0,0
900,-11.23248455,0,0
901,-11.10499416,0,0
902,-11.1231842,0,0
903,-11.31676662,0,0
904,-11.31676662,0,0
905,-11.10499416,0,0
906,-11.06991859,0,0
907,-11.1231842,0,0
908,-11.1231842,0,0
909,-10.94594739,0,0
910,-11.1231842,0,0
911,8.939029898,1,1
912,-11.10499416,0,0
913,-11.1231842,0,0
914,-11.31676662,0,0
915,-11.31676662,0,0
916,-11.10499416,0,0
917,-11.10499416,0,0
918,-11.1231842,0,0
919,-11.31676662,0,0
920,-11.31676662,0,0
921,-11.1231842,0,0
922,-11.10499416,0,0
923,-11.06991859,0,0
924,-11.1231842,0,0
925,-10.52926701,0,0
926,-11.1231842,0,0
927,-11.02164446,0,0
928,-11.1231842,0,0
929,-11.1231842,0,0
930,-11.23248455,0,0
931,-11.23248455,0,0
932,-11.15835462,0,0
933,-11.31676662,0,0
934,-11.10499416,0,0
935,-11.10499416,0,0
936,-11.10499416,0,0
937,-11.10499416,0,0
938,-11.10499416,0,0
939,-11.1231842,0,0
940,-11.31676662,0,0
941,-11.31676662,0,0
942,-11.10499416,0,0
943,-11.06991859,0,0
944,-11.1231842,0,0
945,-10.52926701,0,0
946,-11.1231842,0,0
947,-11.02164446,0,0
948,-11.1231842,0,0
949,-11.10499416,0,0
950,-11.1231842,0,0
951,-11.1231842,0,0
952,-11.23248455,0,0
953,-11.31676662,0,0
954,-11.23248455,0,0
955,-11.31676662,0,0
956,-11.10499416,0,0
957,-11.06991859,0,0
958,-11.1231842,0,0
959,-11.1231842,0,0
960,-10.94594739,0,0
961,-11.1231842,0,0
962,-11.1231842,0,0
963,-11.1231842,0,0
964,-11.02164446,0,0
965,-11.1231842,0,0
966,-11.1231842,0,0
967,-11.23248455,0,0
968,-11.23248455,0,0
969,-11.15835462,0,0
970,-11.31676662,0,0
971,-11.10499416,0,0
972,-11.10499416,0,0
973,-11.10499416,0,0
974,-11.10499416,0,0
975,-11.10499416,0,0
976,-11.1231842,0,0
977,-11.31676662,0,0
978,-11.31676662,0,0
979,-11.10499416,0,0
980,-11.06991859,0,0
981,-11.1231842,0,0
982,-11.1231842,0,0
983,-10.94594739,0,0
984,-11.1231842,0,0
985,-11.1231842,0,0
986,-11.1231842,0,0
987,-11.02164446,0,0
988,-11.1231842,0,0
989,-11.1231842,0,0
990,-11.23248455,0,0
991,-11.23248455,0,0
992,-11.15835462,0,0
993,-11.31676662,0,0
994,-11.10499416,0,0
995,-11.10499416,0,0
996,-11.10499416,0,0
997,-11.10499416,0,0
998,-11.10499416,0,0
999,-11.1231842,0,0
1000,-11.31676662,0,0
1001,-11.31676662,0,0
1002,-11.1231842,0,0
1003,-11.10499416,0,0
1004,-11.15835462,0,0
1005,-11.31676662,0,0
1006,-11.10499416,0,0
1007,-11.10499416,0,0
1008,-11.10499416,0,0
1009,-11.10499416,0,0
1010,-11.10499416,0,0
1011,-11.1231842,0,0
1012,-11.31676662,0,0
1013,-11.31676662,0,0
1014,-11.10499416,0,0
1015,-11.06991859,0,0
1016,-11.1231842,0,0
1017,-11.1231842,0,0
1018,-10.94594739,0,0
1019,-11.1231842,0,0
1020,-11.1231842,0,0
1021,-11.1231842,0,0
1022,-11.1231842,0,0
1023,-11.02164446,0,0
1024,-11.1231842,0,0
1025,-11.1231842,0,0
1026,-11.23248455,0,0
1027,-11.23248455,0,0
1028,-11.15835462,0,0
1029,-11.31676662,0,0
1030,-11.10499416,0,0
1031,-11.1231842,0,0
1032,-11.10499416,0,0
1033,-11.10499416,0,0
1034,-11.10499416,0,0
1035,-11.10499416,0,0
1036,-11.1231842,0,0
1037,-11.31676662,0,0
1038,-11.31676662,0,0
1039,-11.10499416,0,0
1040,-11.06991859,0,0
1041,-11.1231842,0,0
1042,-10.52926701,0,0
1043,-11.1231842,0,0
1044,-11.02164446,0,0
1045,-11.1231842,0,0
1046,-11.1231842,0,0
1047,-11.23248455,0,0
1048,-11.23248455,0,0
1049,-11.15835462,0,0
1050,-11.31676662,0,0
1051,-11.10499416,0,0
1052,-11.10499416,0,0
1053,-11.10499416,0,0
1054,-11.10499416,0,0
1055,-11.15835462,0,0
1056,-11.31676662,0,0
1057,-11.10499416,0,0
1058,-11.10499416,0,0
1059,-11.10499416,0,0
1060,-11.10499416,0,0
1061,-11.10499416,0,0
1062,-11.1231842,0,0
1063,-11.31676662,0,0
1064,-11.31676662,0,0
1065,-11.10499416,0,0
1066,-11.06991859,0,0
1067,-11.1231842,0,0
1068,-11.1231842,0,0
1069,-10.94594739,0,0
